35.68151,139.76558
35.68197,139.76576
35.68204,139.76581
35.68211,139.76587
35.68219,139.76589
35.68227,139.76586
35.68249,139.76576
35.68236,139.76544
35.68224,139.76523
35.68214,139.76513
35.68202,139.76504
35.68182,139.76497
35.68143,139.76484
35.68122,139.76479
35.68112,139.76478
35.68100,139.76479
35.68088,139.76482
35.68060,139.76501
35.68026,139.76523
35.67969,139.76561
35.67955,139.76566
35.67943,139.76568
35.67917,139.76561
35.67769,139.76507
35.67757,139.76506
35.67791,139.76340
35.67818,139.76221
35.67829,139.76168
35.67843,139.76103
35.67739,139.76066
35.67636,139.76031
35.67557,139.76004
35.67532,139.75994
35.67516,139.75985
35.67500,139.75968
35.67499,139.75943
35.67522,139.75915
35.67526,139.75911
35.67533,139.75896
35.67543,139.75874
35.67554,139.75849
35.67578,139.75795
35.67601,139.75739
35.67663,139.75584
35.67696,139.75510
35.67746,139.75396
35.67747,139.75381
35.67746,139.75365
35.67743,139.75352
35.67740,139.75344
35.67730,139.75331
35.67595,139.75245
35.67466,139.75161
35.67307,139.75059
35.67291,139.75050
35.67153,139.74997
35.67128,139.74987
35.67112,139.74979
35.67087,139.74967
35.67044,139.74943
35.67035,139.74930
35.67006,139.74917
35.66991,139.74908
35.66987,139.74905
35.66965,139.74892
35.66932,139.74873
35.66885,139.74844
35.66843,139.74823
35.66837,139.74820
35.66795,139.74801
35.66785,139.74796
35.66766,139.74788
35.66752,139.74780
35.66711,139.74761
35.66684,139.74751
35.66650,139.74735
35.66543,139.74687
35.66519,139.74678
35.66517,139.74677
35.66484,139.74663
35.66464,139.74654
35.66443,139.74643
35.66422,139.74626
35.66382,139.74585
35.66317,139.74523
35.66285,139.74493
35.66261,139.74471
35.66242,139.74454
35.66231,139.74444
35.66180,139.74400
35.66130,139.74360
35.66085,139.74327
35.66057,139.74311
35.66029,139.74302
35.66003,139.74296
35.65992,139.74294
35.65980,139.74294
35.65970,139.74294
35.65947,139.74296
35.65937,139.74299
35.65924,139.74304
35.65874,139.74331
35.65841,139.74347
35.65816,139.74360
35.65794,139.74371
35.65784,139.74377
35.65744,139.74399
35.65707,139.74419
35.65679,139.74437
35.65643,139.74460
35.65614,139.74480
35.65602,139.74488
35.65557,139.74509
35.65546,139.74511
35.65490,139.74525
35.65479,139.74521
35.65417,139.74514
35.65300,139.74506
35.65221,139.74503
35.65190,139.74501
35.65144,139.74497
35.65118,139.74495
35.65098,139.74493
35.65039,139.74487
35.65033,139.74486
35.65004,139.74483
35.64973,139.74479
35.64929,139.74475
35.64888,139.74469
35.64796,139.74459
35.64795,139.74282
35.64794,139.74241
35.64794,139.74213
35.64794,139.74195
35.64793,139.74105
35.64785,139.74092
35.64714,139.74042
35.64678,139.74017
35.64646,139.73996
35.64566,139.73938
35.64548,139.73905
35.64530,139.73872
35.64509,139.73835
35.64488,139.73795
35.64480,139.73780
35.64464,139.73753
35.64447,139.73725
35.64429,139.73695
35.64393,139.73635
35.64334,139.73509
35.64315,139.73468
35.64292,139.73424
35.64159,139.73351
35.64039,139.73288
35.63978,139.73251
35.63933,139.73221
35.63913,139.73210
35.63887,139.73199
35.63858,139.73191
35.63809,139.73183
35.63761,139.73174
35.63583,139.73143
35.63507,139.73132
35.63462,139.73125
35.63403,139.73118
35.63336,139.73108
35.63306,139.73104
35.63291,139.73102
35.63267,139.73098
35.63237,139.73094
35.63207,139.73087
35.63181,139.73061
35.63161,139.73034
35.63118,139.72970
35.63031,139.72864
35.63013,139.72836
35.63006,139.72821
35.62959,139.72734
35.62949,139.72717
35.62937,139.72699
35.62922,139.72682
35.62872,139.72629
35.62799,139.72551
35.62732,139.72472
35.62709,139.72440
35.62671,139.72378
35.62647,139.72342
35.62624,139.72303
35.62603,139.72275
35.62584,139.72245
35.62563,139.72212
35.62548,139.72199
35.62521,139.72178
35.62501,139.72168
35.62480,139.72156
35.62443,139.72135
35.62422,139.72124
35.62398,139.72111
35.62381,139.72102
35.62323,139.72074
35.62285,139.72056
35.62198,139.72018
35.62187,139.72014
35.62167,139.72005
35.62149,139.71994
35.62138,139.71989
35.62124,139.71982
35.62106,139.71972
35.62061,139.71947
35.62035,139.71931
35.61896,139.71859
