35.61838,139.71830
35.61812,139.71817
35.61806,139.71815
35.61774,139.71800
35.61773,139.71799
35.61768,139.71797
35.61761,139.71793
35.61741,139.71781
35.61727,139.71772
35.61665,139.71740
35.61607,139.71710
35.61580,139.71699
35.61541,139.71681
35.61527,139.71674
35.61516,139.71669
35.61491,139.71658
35.61490,139.71658
35.61478,139.71653
35.61467,139.71649
35.61449,139.71642
35.61399,139.71624
35.61384,139.71618
35.61348,139.71605
35.61286,139.71582
35.61255,139.71570
35.61221,139.71558
35.61157,139.71534
35.61082,139.71506
35.61053,139.71496
35.61002,139.71476
35.60969,139.71465
35.60937,139.71452
35.60886,139.71442
35.60868,139.71439
35.60827,139.71431
35.60810,139.71426
35.60762,139.71417
35.60724,139.71409
35.60690,139.71401
35.60633,139.71390
35.60632,139.71390
35.60595,139.71382
35.60542,139.71372
35.60500,139.71363
35.60462,139.71356
35.60442,139.71351
35.60416,139.71347
35.60388,139.71341
35.60364,139.71335
35.60336,139.71330
35.60312,139.71325
35.60257,139.71314
35.60184,139.71299
35.60071,139.71276
35.60043,139.71271
35.60025,139.71267
35.60003,139.71263
35.59939,139.71250
35.59906,139.71243
35.59887,139.71240
35.59862,139.71234
35.59846,139.71231
35.59775,139.71216
35.59740,139.71209
35.59719,139.71205
35.59703,139.71202
35.59678,139.71197
35.59622,139.71187
35.59583,139.71179
35.59569,139.71175
35.59554,139.71173
35.59538,139.71169
35.59527,139.71167
35.59492,139.71160
35.59469,139.71156
35.59446,139.71149
35.59427,139.71143
35.59409,139.71137
35.59372,139.71118
35.59361,139.71113
35.59340,139.71100
35.59320,139.71085
35.59313,139.71081
35.59268,139.71047
35.59258,139.71038
35.59202,139.70996
35.59165,139.70967
35.59092,139.70910
35.59067,139.70891
35.59005,139.70845
35.58969,139.70817
35.58952,139.70804
35.58887,139.70754
35.58870,139.70741
35.58840,139.70718
35.58814,139.70698
35.58691,139.70605
35.58658,139.70579
35.58655,139.70578
35.58616,139.70547
35.58610,139.70542
35.58554,139.70499
35.58520,139.70474
35.58427,139.70403
35.58374,139.70364
35.58244,139.70265
35.58169,139.70208
35.58138,139.70190
35.58068,139.70156
35.58039,139.70141
35.58005,139.70124
35.57937,139.70089
35.57890,139.70066
35.57868,139.70055
35.57792,139.70016
35.57742,139.69991
35.57681,139.69961
35.57552,139.69894
35.57500,139.69866
35.57389,139.69811
35.57318,139.69775
35.57247,139.69739
35.57199,139.69714
35.57158,139.69693
35.57131,139.69679
35.57061,139.69644
35.57040,139.69637
35.57006,139.69627
35.56989,139.69623
35.56976,139.69621
35.56944,139.69618
35.56922,139.69616
35.56894,139.69619
35.56813,139.69628
35.56731,139.69636
35.56649,139.69645
35.56617,139.69649
35.56600,139.69652
35.56569,139.69655
35.56559,139.69656
35.56531,139.69658
35.56494,139.69663
35.56486,139.69664
35.56463,139.69668
35.56391,139.69676
35.56349,139.69681
35.56295,139.69688
35.56231,139.69695
35.56193,139.69699
35.56159,139.69705
35.56087,139.69712
35.56005,139.69722
35.55971,139.69722
35.55946,139.69721
35.55922,139.69719
35.55886,139.69710
35.55856,139.69701
35.55739,139.69662
35.55634,139.69629
35.55459,139.69572
35.55354,139.69539
35.55339,139.69535
35.55313,139.69524
35.55247,139.69495
35.55164,139.69460
35.55157,139.69455
35.55141,139.69444
35.54977,139.69371
35.54930,139.69349
35.54882,139.69330
35.54809,139.69296
35.54799,139.69292
35.54723,139.69256
35.54710,139.69251
35.54675,139.69237
35.54622,139.69215
35.54583,139.69197
35.54524,139.69172
35.54464,139.69146
35.54406,139.69121
35.54346,139.69094
35.54298,139.69072
35.54241,139.69048
35.54181,139.69023
35.54125,139.68997
35.54071,139.68973
35.54004,139.68946
35.53972,139.68931
35.53941,139.68920
35.53875,139.68889
35.53852,139.68880
35.53837,139.68873
35.53741,139.68831
35.53732,139.68827
35.53725,139.68823
35.53705,139.68816
35.53681,139.68805
35.53612,139.68775
35.53580,139.68761
35.53530,139.68739
35.53482,139.68719
35.53403,139.68685
35.53356,139.68663
35.53290,139.68635
35.53283,139.68631
35.53162,139.68580
35.53150,139.68575
35.53039,139.68528
35.52997,139.68511
35.52936,139.68485
35.52923,139.68479
35.52849,139.68447
35.52839,139.68443
35.52809,139.68430
35.52748,139.68399
35.52698,139.68360
35.52648,139.68311
35.52611,139.68266
35.52586,139.68220
35.52561,139.68172
35.52545,139.68134
35.52532,139.68095
35.52514,139.68046
35.52475,139.67938
35.52406,139.67750
35.52363,139.67629
35.52358,139.67616
35.52288,139.67429
35.52279,139.67407
35.52257,139.67353
35.52247,139.67333
35.52225,139.67296
35.52209,139.67276
35.52190,139.67251
35.52154,139.67208
35.52127,139.67183
35.52084,139.67136
35.52045,139.67096
35.52017,139.67066
35.51999,139.67048
35.51957,139.67000
35.51885,139.66927
35.51879,139.66921
35.51828,139.66869
35.51809,139.66849
35.51780,139.66818
35.51732,139.66766
35.51707,139.66737
35.51688,139.66718
35.51619,139.66646
35.51601,139.66628
35.51579,139.66606
35.51540,139.66563
35.51514,139.66535
35.51499,139.66521
35.51469,139.66491
35.51435,139.66459
35.51381,139.66418
35.51334,139.66383
35.51283,139.66353
35.51249,139.66335
35.51198,139.66312
35.51154,139.66295
35.51147,139.66293
35.51086,139.66271
35.51046,139.66261
35.51018,139.66252
35.50969,139.66236
35.50912,139.66219
35.50860,139.66203
35.50820,139.66193
35.50795,139.66189
35.50781,139.66186
35.50748,139.66185
35.50709,139.66186
35.50646,139.66191
35.50570,139.66195
35.50553,139.66196
35.50453,139.66202
35.50326,139.66210
35.50312,139.66211
35.50241,139.66215
35.50201,139.66217
35.50162,139.66218
35.50014,139.66228
35.49976,139.66227
35.49955,139.66227
35.49917,139.66223
35.49902,139.66218
35.49890,139.66214
35.49846,139.66199
35.49830,139.66191
35.49798,139.66174
35.49761,139.66148
35.49755,139.66142
35.49734,139.66126
35.49728,139.66119
35.49705,139.66099
35.49690,139.66087
35.49680,139.66078
35.49668,139.66067
35.49653,139.66053
35.49643,139.66044
35.49576,139.65984
35.49558,139.65968
35.49525,139.65932
35.49468,139.65860
35.49433,139.65816
35.49391,139.65760
35.49366,139.65726
35.49330,139.65677
35.49286,139.65619
35.49263,139.65590
35.49256,139.65581
35.49225,139.65540
35.49200,139.65507
35.49189,139.65493
35.49138,139.65423
35.49115,139.65391
35.49080,139.65341
35.49017,139.65233
35.48988,139.65176
35.48958,139.65103
35.48923,139.65024
35.48892,139.64952
35.48854,139.64860
35.48835,139.64818
35.48821,139.64788
35.48796,139.64727
35.48786,139.64705
35.48775,139.64680
35.48763,139.64652
35.48738,139.64593
35.48720,139.64553
35.48707,139.64528
35.48699,139.64517
35.48684,139.64496
35.48675,139.64484
35.48645,139.64444
35.48633,139.64430
35.48609,139.64402
35.48574,139.64361
35.48546,139.64328
35.48534,139.64315
35.48531,139.64313
35.48514,139.64292
35.48487,139.64259
35.48461,139.64222
35.48441,139.64179
35.48436,139.64168
35.48423,139.64133
35.48384,139.64017
35.48348,139.63905
35.48335,139.63865
35.48327,139.63839
35.48314,139.63807
35.48304,139.63788
35.48287,139.63756
35.48266,139.63722
35.48236,139.63683
35.48192,139.63634
35.48127,139.63575
35.48031,139.63479
35.47947,139.63398
35.47918,139.63369
35.47910,139.63362
35.47897,139.63349
35.47861,139.63315
35.47854,139.63308
35.47843,139.63298
35.47817,139.63273
35.47815,139.63271
35.47806,139.63263
35.47793,139.63254
35.47788,139.63250
35.47771,139.63240
35.47742,139.63221
35.47693,139.63175
35.47660,139.63146
35.47562,139.63059
35.47536,139.63037
35.47528,139.63030
35.47499,139.63004
35.47453,139.62963
35.47425,139.62938
35.47382,139.62898
35.47321,139.62841
35.47252,139.62776
35.47232,139.62758
35.47217,139.62745
35.47183,139.62715
35.47102,139.62645
35.47074,139.62696
35.47066,139.62701
35.47060,139.62706
35.47008,139.62745
35.46993,139.62754
35.46941,139.62706
35.46839,139.62621
35.46796,139.62589
35.46702,139.62513
35.46668,139.62483
35.46658,139.62474
35.46599,139.62426
35.46590,139.62420
35.46580,139.62415
35.46561,139.62407
35.46544,139.62403
35.46509,139.62400
35.46412,139.62405
35.46333,139.62406
35.46313,139.62406
35.46291,139.62406
35.46280,139.62407
35.46273,139.62405
35.46268,139.62404
35.46242,139.62400
35.46171,139.62387
35.46056,139.62383
35.46046,139.62383
35.46024,139.62382
35.46000,139.62376
35.45984,139.62367
35.45913,139.62324
35.45895,139.62311
35.45857,139.62281
35.45846,139.62271
35.45837,139.62257
35.45828,139.62242
35.45809,139.62179
35.45796,139.62137
35.45783,139.62093
35.45762,139.62029
35.45743,139.61972
35.45737,139.61954
35.45732,139.61938
35.45720,139.61901
35.45662,139.61928
35.45628,139.61939
35.45637,139.61981
35.45673,139.61964
35.45732,139.61938
35.45737,139.61954
35.45743,139.61972
35.45762,139.62029
35.45783,139.62093
35.45796,139.62137
35.45809,139.62179
35.45828,139.62242
35.45837,139.62257
35.45846,139.62271
35.45857,139.62281
35.45895,139.62311
35.45913,139.62324
35.45984,139.62367
35.46000,139.62376
35.46024,139.62382
35.46046,139.62383
35.46056,139.62383
35.46171,139.62387
35.46262,139.62376
35.46284,139.62370
35.46309,139.62368
35.46428,139.62367
35.46436,139.62359
35.46444,139.62354
35.46451,139.62351
35.46468,139.62349
35.46486,139.62349
35.46532,139.62349
35.46555,139.62349
35.46573,139.62351
35.46596,139.62356
35.46605,139.62358
